package,N
cherryblossom,1210
sgeostat,1210
probably,1210
xaringan,1209
armadillo4r,1208
km.ci,1206
pbv,1203
FrF2,1202
datamods,1198
paws.security.identity,1194
MetaUtility,1193
cpp4r,1192
estmeansd,1192
libgeos,1189
spocc,1189
Rcereal,1186
simr,1186
udpipe,1185
rintrojs,1185
glmulti,1185
R2HTML,1180
geojson,1180
mlr3data,1179
tomledit,1177
literanger,1177
triangle,1177
simplermarkdown,1173
KMsurv,1172
htm2txt,1172
scrypt,1170
BIEN,1170
SPEI,1169
mixmeta,1168
mlr3verse,1166
CVST,1166
EGAnet,1163
benchmarkmeData,1161
HDInterval,1161
pcse,1160
metaBLUE,1159
fpp3,1158
relations,1157
naivebayes,1157
indicspecies,1156
mgcViz,1156
multiwayvcov,1154
adabag,1151
calculus,1145
GESE,1145
ChainLadder,1142
Rsymphony,1142
corrgram,1141
BART,1141
CausalImpact,1140
glmtoolbox,1139
rcartocolor,1138
showimage,1138
discovr,1136
esquisse,1134
paws.management,1133
PresenceAbsence,1132
nsyllable,1132
ddalpha,1131
alphahull,1130
mco,1130
readtext,1130
distributions3,1129
ada,1127
wavelets,1127
ARTool,1126
KernelKnn,1124
scCustomize,1123
tippy,1119
lexicon,1119
qtl,1118
ConsRank,1116
apcluster,1116
MBA,1114
duckplyr,1114
DoseFinding,1113
glmmML,1112
yaml12,1109
AmesHousing,1105
distr,1103
ENMeval,1101
daff,1101
ecodive,1101
ggtern,1099
emayili,1099
mlr3filters,1098
networktools,1098
tinysnapshot,1097
sylly,1096
Rvcg,1096
extRemes,1096
rddensity,1095
quantregForest,1094
multimode,1094
metaBMA,1090
roptim,1088
anndata,1084
plotROC,1083
svd,1083
psychotools,1080
likert,1080
tibbletime,1079
projpred,1078
ecospat,1078
NHANES,1077
mlr3viz,1075
priorsense,1075
eha,1073
lavaan.mi,1072
drat,1071
clarify,1070
RMTstat,1068
prettymapr,1066
iterpc,1064
mantar,1063
Rook,1061
fortunes,1058
crch,1057
remaCor,1056
censReg,1055
this.path,1055
declared,1054
widgetframe,1053
paws.compute,1052
microeco,1050
mlr3fselect,1050
future.mirai,1049
rmdformats,1049
RPushbullet,1048
r2d3,1048
distances,1047
admiral,1047
TLMoments,1047
conf.design,1045
paws.developer.tools,1045
manipulateWidget,1043
RProtoBuf,1043
RWiener,1039
connectcreds,1039
dtwclust,1039
ipumsr,1038
purrrlyr,1038
RVAideMemoire,1037
genetics,1036
SqlRender,1036
fishMod,1036
ICSOutlier,1035
import,1035
MetBrewer,1035
paran,1034
enhancer,1034
rmgarch,1033
textdata,1029
brant,1028
ncmeta,1025
measurements,1025
prettycode,1022
survivalROC,1021
lpdensity,1020
attachment,1017
fauxpas,1015
paws.machine.learning,1010
spaMM,1010
coneproj,1009
popEpi,1009
ridigbio,1008
panelr,1006
lares,1006
fwb,1006
mgm,1006
alphavantager,1006
rhub,1004
benchmarkme,1002
rxode2,999
Rdatasets,998
NISTunits,997
jmv,995
paws.database,995
colourvalues,993
pso,992
scagnostics,991
lfmm,990
inlabru,990
leaflet.extras2,990
gghighlight,989
mongolite,989
penalized,989
sirt,989
DAAG,988
pdist,988
HardyWeinberg,987
dimRed,986
missRanger,986
RSNNS,985
cba,983
plotfunctions,983
clusterSim,979
rnames,976
gvlma,976
detectseparation,975
FME,974
cubelyr,971
mipfp,971
mvmeta,969
dartR,967
RWekajars,967
paws,967
PKNCA,967
paws.analytics,966
RcppZiggurat,965
mmod,963
dm,960
rvertnet,960
epiDisplay,959
tsibbledata,958
toOrdinal,957
ggiraphExtra,957
nhanesA,956
sylly.en,955
rebird,952
candisc,948
startupmsg,947
ggpolypath,947
mlr3hyperband,944
SparseGrid,942
paws.customer.engagement,940
MendelianRandomization,937
riingo,936
emulator,936
lavaSearch2,935
blockCV,935
apollo,932
wildmeta,931
biotools,930
shinytest,929
paws.cost.management,929
metan,927
phyclust,927
redux,926
geomorph,925
rangeModelMetadata,925
hydroTSM,924
mlr3tuningspaces,924
PlotTools,924
paws.application.integration,922
glm2,922
oro.nifti,922
paws.networking,920
mlr3inferr,919
fdapace,919
broman,918
ggparty,918
softImpute,917
convey,917
glmx,916
SpATS,915
RRPP,915
shinychat,914
causaldata,910
cmm,909
bartMachine,909
RBesT,908
mada,908
DIDHAD,907
webdriver,907
multilevel,906
crew,906
dlnm,906
MESS,905
nprobust,905
twang,905
striprtf,905
export,905
mapsf,905
DoubleML,904
equate,904
random.cdisc.data,904
rpact,903
gcookbook,903
IsingFit,903
BMA,901
ccaPP,900
tclust,897
piecewiseSEM,897
gk,897
adbcsqlite,897
alphashape3d,897
erer,897
dirmult,897
aTSA,895
setRNG,895
SUMMER,892
NetworkToolbox,892
fredr,892
stochvol,891
skmeans,891
paws.end.user.computing,891
scholar,891
qualtRics,889
jagsUI,889
brotli,889
DALEXtra,888
cAIC4,887
RcppSpdlog,887
ncdfgeom,887
gRbase,886
hydroGOF,885
sparsepca,885
FMStable,885
survAUC,885
rapidoc,884
mix,883
maptree,883
elasticnet,883
RRF,882
relsurv,882
cvTools,881
TraMineR,881
stabm,880
rmcorr,879
geodist,879
restriktor,879
BDgraph,877
DIDmultiplegt,876
semver,874
longmemo,874
OpenStreetMap,874
sde,874
rgeoda,873
basefun,872
bigreadr,872
TreeTools,871
smoothr,870
httptest,870
duckdbfs,869
scTenifoldNet,868
kit,867
cccp,867
mev,866
isotone,866
rayrender,864
interval,864
BayesFM,861
ntfy,861
dplR,860
maplegend,860
ARDL,859
ROI.plugin.glpk,856
GIGrvg,854
hipread,854
SimComp,853
webmockr,852
Greg,851
rjsoncons,851
tidytable,850
pgirmess,850
randomNames,849
bacondecomp,849
sparsesvd,849
clinfun,847
influenceR,847
textometry,847
optweight,846
ROI.plugin.lpsolve,846
ordbetareg,845
RClickhouse,845
multgee,844
tgp,844
ndjson,843
languageR,842
domir,842
SHAPforxgboost,841
asd,840
exams,838
gginnards,838
eigenmodel,837
Gmedian,837
polylabelr,836
groupdata2,834
directadjusting,834
mallet,834
ztable,834
lotri,833
ggpointdensity,831
YatchewTest,831
demography,831
rfishbase,830
mapdeck,830
xgxr,829
pdfCluster,829
fftw,829
RcppDist,829
ecp,828
NlcOptim,827
distrEx,826
microplot,826
smcfcs,825
lavaanPlot,825
tempdisagg,825
bain,825
perm,823
rayvertex,821
mhurdle,820
PairedData,818
mratios,817
imputeLCMD,817
SGP,816
designmatch,816
rearrr,815
JM,815
Rfit,811
tsDyn,810
mlegp,809
Ryacas,808
labstatR,808
robustHD,807
wrapr,807
IsingSampler,807
mFilter,807
spatialwidget,806
pzfx,805
usmap,805
Rblpapi,803
streamR,803
refund,803
rayimage,803
cranlogs,801
diffdf,801
ambient,801
itsadug,800
cgam,800
pspearman,800
bartMachineJARs,799
PolynomF,798
fect,798
networkLite,798
ggstar,797
metaplus,796
wbstats,796
adbi,795
pimeta,794
gmailr,794
extraoperators,794
strex,792
areal,792
RTMB,791
iotools,789
fda.usc,789
ssh,788
discrim,787
ftsa,785
torchvision,785
ltsa,785
cffr,784
stbimageheaders,784
suncalc,784
nflreadr,782
rpanel,782
precrec,782
packcircles,780
phia,780
PROreg,779
TreeSim,779
ade4TkGUI,778
treesitter.r,778
survPresmooth,778
airr,778
datarium,777
scorecard,777
cem,776
rbiom,776
gbRd,776
psychotree,775
finetune,774
stacks,773
AzureKeyVault,773
tidylog,772
shapefiles,771
ggmcmc,771
panelView,771
rnndescent,770
ICSNP,769
minerva,769
pbs,768
libopenexr,767
tourr,766
legendry,764
xdvir,764
doMPI,764
scclust,764
finalfit,764
sensemakr,764
libimath,764
RPEGLMEN,762
salesforcer,761
CCP,761
HMDHFDplus,761
survC1,761
brmsmargins,760
nhdplusTools,760
HiddenMarkov,759
DendSer,759
hal9001,758
smooth,758
decido,757
spam64,757
pder,757
bife,756
quickmatch,755
Robyn,754
perry,753
usmapdata,753
mcprogress,751
movMF,751
Guerry,750
tinydng,750
CAST,749
fungible,749
ontologyIndex,749
rmatio,748
fabricatr,747
RPEIF,747
ruv,746
svylme,746
agridat,746
koRpus,746
wdm,745
landscapemetrics,744
AIPW,744
bsplus,742
aqp,742
codingMatrices,741
aweek,740
rclipboard,740
cellWise,739
RPESE,739
unitizer,738
DTMCPack,738
targeted,738
disposables,737
DCchoice,736
quanteda.textplots,736
plspm,735
pulsar,734
routr,733
MatchThem,732
shinyhelper,732
isotree,731
irace,731
common,731
serp,730
equivalence,730
catdata,729
rlistings,729
sensitivity,729
connectapi,729
future.batchtools,728
RSelenium,728
PearsonDS,727
xefun,727
variables,724
geeM,724
rvcheck,723
telegram,723
ggplot.multistats,721
cjoint,720
cansim,719
gistr,718
svyVGAM,718
compareGroups,717
naturalsort,717
rmsb,717
caretEnsemble,716
HSAUR2,716
scTenifoldKnk,715
OpenImageR,714
plot3Drgl,714
HGNChelper,713
PROJ,711
castor,711
netrankr,711
INLAspacetime,711
fractional,708
crossnma,708
logr,708
feisr,707
networkDynamic,706
censored,705
sbw,705
NetSimR,705
misty,705
pomp,704
rayshader,704
MPV,703
settings,703
ergm.count,703
gamstransfer,703
survRM2,702
tscount,702
R2OpenBUGS,701
tram,701
lutz,700
rstackdeque,699
dockerfiler,699
evgam,699
RcmdrPlugin.HH,698
interleave,698
splm,698
sda,697
nlstools,696
oompaBase,695
BatchJobs,695
unix,695
RgoogleMaps,693
NCmisc,692
dparser,692
matlib,692
nflfastR,692
incidence,691
googleway,691
papaja,691
clusterCrit,691
coarseDataTools,690
bootES,690
poolr,690
yesno,690
umx,690
r2d2,688
HistData,688
tsne,688
synchronicity,688
EpiEstim,687
berryFunctions,687
moonBook,687
constructive,685
prefmod,684
tern,683
js,683
fmeffects,682
oce,682
nlmixr2est,682
mcmcse,680
ggseg.formats,680
qs,679
tseriesChaos,679
matlab,679
hoardr,678
lime,677
CORElearn,677
labdsv,677
gsynth,677
SoupX,677
greybox,676
twangContinuous,675
mrgsolve,675
treesitter,675
BIFIEsurvey,673
REDCapR,672
qlcMatrix,672
equatiomatic,670
knitcitations,670
apex,669
soilDB,669
RcppInt64,668
box.linters,668
hdi,668
osrm,668
distillery,667
revealjs,665
nestcolor,665
synthpop,664
LDAvis,664
rstac,663
RecordLinkage,663
symengine,662
eRm,662
JavaGD,660
NSM3,660
DeclareDesign,659
GPBayes,658
tidyclust,658
rcrossref,657
simputation,657
vembedr,656
RcppDE,656
spatialsample,656
mirtCAT,655
ROOPSD,654
mvgam,654
splusTimeDate,654
ctmm,653
blogdown,653
reproj,652
bestglm,652
metasens,652
shinyFeedback,651
gRain,651
rxode2ll,651
Iso,650
RItools,649
Ecfun,649
mpoly,649
Synth,648
rhino,648
gamair,647
ascii,647
rmdfiltr,646
capushe,646
omopgenerics,645
lawstat,645
valr,645
REndo,645
FSelectorRcpp,644
fastmatrix,644
Benchmarking,644
orientlib,643
desplot,643
jsonld,642
mycor,641
date,640
exactci,640
bayesmeta,640
svMisc,639
ggseg,639
nasapower,638
Rpoppler,638
rlecuyer,636
coop,636
rsdmx,636
ggbiplot,635
INLAtools,635
revdbayes,634
s3fs,634
rFerns,634
FSelector,634
PNADcIBGE,633
rjd3jars,633
misaem,632
assertr,631
reader,631
adagio,630
biglasso,630
policytree,629
qualV,629
asbio,628
geos,628
Rchoice,628
LogicReg,628
ecmwfr,628
protoclust,628
tfdatasets,628
casebase,627
cpp11bigwig,626
wheatmap,626
zipfR,625
pryr,624
fpCompare,624
ramcmc,623
bst,623
mRMRe,623
flexsurvcure,622
terrainmeshr,622
BGLR,622
gsw,622
nullabor,621
evmix,621
parabar,621
genalg,620
strawr,620
tidyxl,619
wrswoR,619
SASmixed,619
Mcomp,619
CCA,619
RobustGaSP,619
oysteR,618
measures,617
RPMM,617
PCAmixdata,616
MNP,616
svgPanZoom,615
varImp,614
cubble,614
rgdal,614
bio3d,613
useful,613
hydroloom,613
tryCatchLog,612
alakazam,612
GUniFrac,612
fastverse,612
ICEbox,612
adrftools,612
airGR,612
binman,611
esc,611
oz,610
rules,609
freesurferformats,609
BiodiversityR,608
fontcm,608
EFAtools,607
gtrendsR,607
forge,607
redland,607
rrBLUP,607
trtf,607
tidyplots,607
splusTimeSeries,607
skewt,606
ratelimitr,605
ncdfCF,604
OlinkAnalyze,604
mlr3spatiotempcv,604
rquery,604
redoc,603
contentid,603
stdReg,603
MCMCprecision,601
TOSTER,601
wdman,600
Bergm,600
fImport,600
projmgr,600
alpaca,599
box.lsp,598
brnn,597
validate,597
mapedit,596
rsyslog,595
compute.es,595
palr,595
laGP,595
dlstats,594
pharmaverseadam,594
shinylive,593
plainview,593
bamlss,593
widyr,593
OAIHarvester,593
lfda,592
konfound,592
UCSCXenaTools,591
gamboostLSS,591
homologene,591
dataverse,591
rrtable,588
evtree,588
oaqc,588
fMultivar,588
rdlocrand,588
gMCP,587
gge,587
sundialr,587
calibrator,586
REddyProc,586
piton,586
bindr,585
bindrcpp,585
crosstable,584
tinylabels,584
WrightMap,584
Runuran,583
HiClimR,583
GWmodel,582
plink,581
rgee,580
vtreat,579
JuliaConnectoR,579
shrinkTVP,579
FrF2.catlg128,579
plsRglm,579
DoE.wrapper,579
exact2x2,579
cito,578
bgw,578
move,578
rcdk,576
influence.ME,576
lmeInfo,576
pglm,576
FDboost,576
emhawkes,575
wnominate,574
mapiso,574
bayesrules,573
mlr3fda,573
joineR,572
CommonJavaJars,572
fingerprint,572
harmonicmeanp,572
Ternary,571
rcorpora,571
mapgl,571
nipals,570
piggyback,570
spark.sas7bdat,570
BayesianTools,569
NetworkComparisonTest,569
simsalapar,569
drgee,568
cSEM,568
prospectr,567
rdpower,567
dr,566
ozmaps,566
eventPred,566
lunar,565
dint,565
TwoWayFEWeights,565
RH2,564
nlmixr2extra,564
whitebox,564
grumpy,563
ClassDiscovery,563
NormPsy,563
camtrapR,563
oncoPredict,561
IOBR,560
GOplot,560
fiery,560
rworldxtra,560
hnp,559
cowsay,559
tsbox,559
care,559
REBayes,558
UsingR,558
vtable,558
tergm,557
aorsf,557
shiny.react,556
secr,556
ergm.multi,556
hts,556
mbend,555
pharmaversesdtm,554
Rmosek,554
cassowaryr,554
mixl,553
gifti,553
pre,552
pedigree,552
simpleboot,552
tidytuesdayR,551
deconvolveR,551
nlmixr2data,550
nonparaeff,550
gggrid,549
BayesX,547
astrochron,547
ggarrow,547
nlmixr2plot,547
QuantPsyc,547
pwt10,546
HaploSim,546
dirichletprocess,546
scalreg,545
str2str,545
shapes,545
dlookr,544
robustarima,544
dae,543
spThin,543
TeachingSampling,542
PreciseSums,542
tabnet,542
sftrack,542
glmertree,542
Sleuth2,542
infectiousR,540
knn.covertree,540
Rmixmod,539
webchem,539
robslopes,539
diagis,539
rdflib,539
CoordinateCleaner,539
bigleaf,539
khroma,538
nlmixr2,538
inlinedocs,538
hexSticker,538
turner,538
BayesLogit,536
emojifont,535
betacal,535
miniCRAN,535
leafpm,535
modelObj,534
dominanceanalysis,534
ridge,534
pointblank,534
BayesXsrc,534
dosresmeta,533
forestmodel,533
waywiser,533
sae,533
koRpus.lang.en,532
reqres,531
bang,531
textstem,531
survPen,531
h3jsr,531
autoReg,530
spcosa,530
wakefield,530
mvQuad,529
DynTxRegime,528
rbounds,528
CDMConnector,527
SGPdata,527
mcr,527
bigsnpr,527
ATR,527
tsna,527
clustermq,527
childsds,527
ssanv,526
qicharts,525
tth,525
bigsparser,524
highfrequency,524
round,523
harrypotter,523
rush,522
cmaes,522
nimbleQuad,521
frailtypack,521
luz,521
cld3,521
rucrdtw,521
mlr3torch,520
PoissonBinomial,520
readabs,519
overlapping,519
PatientProfiles,518
gg.gap,518
lokern,518
HAC,517
didimputation,517
bssm,517
nricens,517
rerddap,517
rdhs,516
censusapi,516
pedigreemm,516
encharter,515
rqdatatable,514
GET,513
chandwich,513
tabulapdf,513
isva,513
exdex,512
vistime,512
denstrip,512
shinycustomloader,512
n1qn1,512
Andromeda,511
disdat,511
europepmc,511
GSE,511
baseballr,511
shiny.i18n,511
GDINA,510
RHRV,510
hypervolume,510
mmap,510
productplots,510
job,509
chattr,508
aods3,508
bvls,508
rust,508
applicable,508
timevis,508
rdist,507
antaresRead,507
kriging,507
cld2,507
rfPermute,507
meboot,507
maxlike,506
basicspace,506
rrapply,505
surveillance,505
multidplyr,505
mlr3spatial,505
regclass,505
mlr3db,504
eaf,503
Fahrmeir,503
cshapes,503
riskParityPortfolio,502
hutils,502
deepnet,502
sparseLDA,502
RInside,502
ifaTools,501
lcopula,501
GenOrd,500
colorblindcheck,499
coxphf,499
DPQmpfr,499
bayesQR,498
tf,498
frbs,498
resample,498
quanteda.textmodels,498
kmi,497
qrcode,497
mosaicCalc,497
geozoo,497
sparsediscrim,496
doRedis,496
badger,496
ContourFunctions,496
pmml,496
runner,495
CMplot,495
BAMMtools,495
ulid,495
hablar,495
DrugUtilisation,493
DPQ,493
cccd,493
anMC,493
GSA,492
pwrss,492
PortfolioAnalytics,492
anominate,492
fairml,492
tipr,492
disordR,491
aRtsy,491
ptw,490
scatterD3,490
seasonalview,490
IsoriX,489
hawkes,489
fastVoteR,489
colorRamp2,488
fTrading,488
Morpho,488
poilog,488
tidyjson,488
lucid,487
symmoments,487
logmult,486
datapasta,486
rTensor,486
difR,485
mlr3batchmark,485
options,484
BatchExperiments,484
aggregation,484
aplore3,484
plotthis,483
EMCluster,483
crossval,482
libstable4u,481
insuranceData,481
cinterpolate,480
sperrorest,480
VCA,480
KrigInv,480
Unicode,480
runonce,480
skellam,479
pixarfilms,479
ROI.plugin.neos,479
R2BayesX,478
AMR,478
fillpattern,478
clValid,478
bonsai,478
GPareto,478
auditor,477
genieclust,477
mvabund,477
lessR,477
shinyTree,477
pcaL1,475
SurvMetrics,474
pmsampsize,474
fasterize,474
shinyTime,473
Peptides,473
tidypredict,473
PRISMA2020,473
tsoutliers,473
densEstBayes,472
gitlabr,472
repmis,472
mrfDepth,472
blackbox,471
kdecopula,471
RcmdrPlugin.EZR,471
stablelearner,471
evir,470
polle,470
RSEIS,470
fdth,470
dbplot,469
gridBezier,469
hdm,469
xmlrpc2,468
JADE,468
mldr,468
gglm,468
zipcodeR,468
rotor,467
stdbscan,467
GGIR,467
deeplr,467
rosv,466
sidrar,466
diffusionMap,466
cpm,465
gutenbergr,465
StreamCatTools,465
metacore,464
VarianceGamma,464
cmaesr,464
crop,463
wpa,463
psychomix,463
binda,463
rapiclient,462
TreeDist,462
coRanking,461
matrixTests,461
editData,460
jstable,460
vwline,460
mpspline2,460
glogis,460
kimisc,459
DesignLibrary,459
vpc,459
sensitivitymv,459
Infusion,459
CodelistGenerator,458
shinyEffects,458
confintROB,458
mori,458
colorfindr,457
plsRcox,457
forecastHybrid,457
solartime,457
torchvisionlib,457
nls2,456
marmap,456
crsmeta,456
shiny.tailwind,455
verification,455
distrMod,454
instantiate,454
move2,454
bruceR,453
sas7bdat,452
did2s,452
mbest,452
ssgraph,451
DiceOptim,451
weightflow,450
Rcatch22,450
eeptools,450
GEOmap,450
stream,450
texPreview,450
ipeadatar,450
prettyGraphs,449
mlr3fairness,449
gWidgets2,449
oskeyring,449
BsMD,449
robustvarComp,449
modeltime,448
consort,448
RandVar,448
pkgfilecache,448
fanplot,447
poibin,447
ggpcp,447
GLMsData,447
ComICS,447
quitefastmst,447
do,447
stbl,446
rsae,445
oompaData,445
httpcache,445
LPCM,444
biomartr,444
trajectories,444
modsem,444
tfevents,443
ggseg3d,443
mapSpain,443
carSurv,443
thief,443
thor,443
BEDMatrix,443
praznik,442
GD,442
rotationForest,442
arcgisutils,442
deadwood,441
VGAMextra,441
mdmb,441
skpr,441
overlap,440
ctv,440
Cyclops,440
wCorr,440
smbinning,440
Rwave,440
buildmer,440
gWQS,439
cvms,439
tolerance,439
operators,439
tactile,439
coefplot,438
redcapAPI,438
reldist,438
dartR.data,438
pathfindR,437
eoffice,437
magicaxis,436
nngeo,436
webr,436
RcppAlgos,435
mmand,435
RNiftyReg,435
moderndive,434
mvinfluence,434
baseline,434
labelVector,434
latentcor,433
arpr,433
plot.matrix,433
phylogram,433
pez,432
bcdata,432
BFpack,432
psd,432
neurobase,432
gllvm,431
stlplus,431
outbreaks,430
ROI.plugin.ecos,430
readMDTable,429
kangar00,429
DTRlearn2,428
ggrain,428
geonames,428
PBSmodelling,428
swfscMisc,428
SetMethods,428
d3r,427
WebPower,427
qgcomp,426
crochet,426
mlr3oml,426
swissparl,426
rchallenge,426
PCDimension,426
smatr,426
wav,425
syslognet,425
localModel,425
REPPlab,425
xpose,425
osmextract,425
mvoutlier,425
odin,424
autometric,424
bundle,424
logitnorm,424
LDRTools,423
xportr,422
gdalraster,422
CHNOSZ,421
hitandrun,421
rcdklibs,421
robCompositions,421
preventr,421
parglm,420
zen4R,420
hoopR,420
datasauRus,420
ring,419
GJRM,419
geigen,419
soiltexture,419
wrMisc,419
geogrid,419
lsei,418
BlandAltmanLeh,418
geomapdata,418
fxregime,418
rcdf,418
multinma,417
deltaPlotR,417
PowerTOST,417
amt,417
ICSClust,416
lightr,416
miesmuschel,415
qqtest,415
details,415
arcgislayers,414
RobAStBase,414
MPsychoR,413
RcppEnsmallen,413
AzureKusto,413
statnet,413
gridify,412
ExPosition,412
RQuantLib,411
future.tests,411
wkb,411
sentimentr,411
haplo.stats,411
sasr,411
textutils,410
grates,410
mlr3benchmark,410
apsimx,410
WeMix,409
ggfx,409
RcppPlanc,409
stepPlr,408
simex,408
forward,408
CohortCharacteristics,408
ROptEst,408
MCMCvis,407
mldr.datasets,407
varhandle,407
pagoda2,406
mlr3summary,406
doctest,406
brulee,405
bib2df,405
hdf5r.Extra,404
gWidgets2tcltk,404
classGraph,404
bspec,403
RcppBDT,403
ompr,402
sweep,402
collapsibleTree,401
bkmr,401
RobLox,400
humaniformat,399
SKAT,399
teal.slice,399
socialmixr,398
udunits2,398
sdPrior,398
distill,398
teal.widgets,398
colorBlindness,398
inflection,397
ROI.plugin.alabama,397
codyn,397
rafalib,397
tmle,397
openNLPdata,395
IncidencePrevalence,395
venneuler,395
GB2,395
metatools,395
DataEditR,395
HLMdiag,394
RPMG,394
ChoiceModelR,393
FSAdata,393
rcdo,393
ipw,393
GGIRread,392
mltools,392
sads,392
neonUtilities,391
ScottKnott,391
mvPot,391
RStoolbox,391
deeptimedata,391
QSARdata,391
outliertree,390
shapr,390
comorbidity,390
ukbabynames,390
rdss,390
asremlPlus,390
irrCAC,389
ROCit,388
ActCR,388
scdhlm,388
cptcity,387
ggOceanMaps,387
parsermd,387
fueleconomy,387
otrimle,387
tmcn,387
glba,386
rfm,386
rdwd,386
fishmethods,386
rospca,386
rucm,386
gettz,385
compare,384
xLLiM,384
ciftiTools,384
imagefluency,384
functional,384
jmvReadWrite,384
zyp,384
spacyr,384
Hmsc,383
pxweb,383
hedgehog,383
samr,383
graphicalVAR,383
distcrete,382
BAT,382
frontier,382
PBSmapping,381
CohortConstructor,381
CalibrationCurves,381
modEvA,381
pmxTools,381
ROracle,380
mdatools,380
geometa,380
celestial,380
easy.utils,380
qtl2,380
SPAtest,379
teal,379
survIDINRI,378
WaveletComp,378
available,378
AGHmatrix,378
RSiena,377
coresynth,377
interplot,377
teal.logger,377
ggeasy,377
radiant.data,377
MTS,377
NCA,376
embed,376
fivethirtyeight,376
palinsol,375
ollamar,374
immundata,374
ConvergenceConcepts,374
grateful,374
emplik,374
crossdes,373
teal.data,373
seqmagick,373
StAMPP,373
glmpca,373
ggdensity,373
mafR,373
biwavelet,372
OmopSketch,372
fdasrvf,372
textmineR,372
tripack,371
PopGenReport,371
meanShiftR,371
taxalight,371
multipol,371
lzstring,370
knitrBootstrap,370
gsheet,369
perryExamples,369
goodpractice,369
filematrix,369
ggpicrust2,369
teal.reporter,369
ROI.plugin.symphony,369
excel.link,368
ips,368
gender,368
pdfetch,368
eq5d,368
MKdescr,368
nonlinearTseries,367
rSpectral,367
cdmTools,367
cutpointr,366
pivottabler,365
abc,365
dashboardthemes,364
PlackettLuce,364
TRAMPR,364
WWGbook,364
exiftoolr,364
wrProteo,364
EpiModel,364
